2020-04-03,0.9362561588614058
2020-04-04,0.7609995791380966
2020-04-05,0.4333230039669733
2020-04-06,0.6216543398499184
2020-04-07,0.18120325832792816
2020-04-08,0.08200294603278024
2020-04-09,0.10357486487908418
2020-04-10,0.5309300369044698
2020-04-11,0.47229715421210794
2020-04-12,0.2562759560320904
2020-04-13,0.4993483658095461
2020-04-14,0.15093682662747088
2020-04-15,0.10989315715041137
2020-04-16,0.19031255386450785
2020-04-17,0.7167348038448809
2020-04-18,0.7339503217162189
2020-04-19,0.5486041921971856
2020-04-20,0.9335335936733551
2020-04-21,0.5489831643309284
2020-04-22,0.5549032248536294
2020-04-23,0.7311201284276816
2020-04-24,1.5740534648251039
2020-04-25,1.6857910276730728
2020-04-26,1.4756110454691438
2020-04-27,2.174733311883622
2020-04-28,1.6038647791693026
2020-04-29,1.667368574790519
2020-04-30,2.0206513824029844
2020-05-01,3.55541856492287
2020-05-02,3.8042157836939783
2020-05-03,3.478153207441209
2020-05-04,4.7715371590633
2020-05-05,3.7425278187096342
2020-05-06,3.8523876380182847
2020-05-07,4.472274809232322
2020-05-08,7.218144838022683
2020-05-09,7.578488453609033
2020-05-10,6.919157794605871
2020-05-11,9.052950112218205
2020-05-12,7.115842967939743
2020-05-13,7.138432041971226
2020-05-14,7.974055057786639
2020-05-15,12.186887765265592
2020-05-16,12.387943321471074
2020-05-17,10.99576642289594
2020-05-18,13.7420684576398
2020-05-19,10.4958794159612
2020-05-20,10.110019301398781
2020-05-21,10.779835501033466
2020-05-22,15.63319467193368
2020-05-23,15.153196149742303
2020-05-24,12.741190469338715
2020-05-25,15.055208687093259
2020-05-26,10.870184095596471
2020-05-27,9.844771984116122
2020-05-28,9.83668667586516
2020-05-29,13.348900686841903
2020-05-30,12.040065505978387
2020-05-31,9.219577229129577
2020-06-01,10.06479040235497
2020-06-02,6.548077106085388
2020-06-03,5.334629463150427
2020-06-04,4.788332838563515
2020-06-05,5.927026372101659
2020-06-06,4.707313412373006
2020-06-07,3.005362435075231
2020-06-08,2.89735983462143
2020-06-09,1.3803961937144846
2020-06-10,0.7822889156758024
2020-06-11,0.4480950975026574
2020-06-12,0.5273306684205754
2020-06-13,0.11299736783030445
2020-06-14,-0.31132065776301865
2020-06-15,-0.4109704461192568
2020-06-16,-0.6847136317533655
2020-06-17,-0.7937341636518751
2020-06-18,-0.8540030635013399
2020-06-19,-0.8666059537262922
2020-06-20,-0.9157846016378872
2020-06-21,-0.9549381403796228
2020-06-22,-0.9668190113062978
2020-06-23,-0.9847569180173198
2020-06-24,-0.9914677822958291
2020-06-25,-0.9948489762501435
2020-06-26,-0.9960037340022325
2020-06-27,-0.9978610130303193
